time,S,I,R
0.0,990,10,0
9.422472878228441e-5,989,11,0
0.0003486386418758725,988,12,0
0.0012458328124729677,987,13,0
0.002693866244158406,986,14,0
0.003700928768330828,985,15,0
0.003978258115049181,984,16,0
0.007369912254677398,983,17,0
0.007720711194466512,982,18,0
0.007726023602529714,981,19,0
0.008172020334795894,980,20,0
0.008501253326429916,979,21,0
0.008576600344179397,978,22,0
0.009067712970456533,977,23,0
0.009094152616049749,976,24,0
0.009459978204104979,975,25,0
0.00954548195132123,974,26,0
0.010474137048060383,973,27,0
0.010907917645715996,972,28,0
0.011192507804531302,971,29,0
0.01143963879119125,970,30,0
0.01231640750012119,969,31,0
0.012558209474932459,968,32,0
0.012631945781873124,967,33,0
0.012661155242072699,966,34,0
0.012820214630736808,965,35,0
0.01291990506397602,964,36,0
0.013036497991047426,963,37,0
0.013249430730096918,962,38,0
0.013554761352270192,961,39,0
0.013696505062486831,960,40,0
0.014837011305998649,959,41,0
0.015005841429566402,958,42,0
0.01522566123353189,957,43,0
0.015590069717738943,956,44,0
0.015731165186126102,955,45,0
0.016402058640455307,954,46,0
0.01653045774339428,953,47,0
0.01686245261446183,952,48,0
0.01716003139407063,951,49,0
0.017243678210827583,950,50,0
0.017265820083656853,949,51,0
0.01728967543296035,948,52,0
0.017417628667295924,947,53,0
0.017696814535145336,946,54,0
0.017995703942824376,945,55,0
0.017997710302341905,944,56,0
0.01803006529975248,943,57,0
0.018369284758038226,942,58,0
0.018410668297472902,941,59,0
0.018435931506406038,940,60,0
0.018484117718933192,939,61,0
0.01879502955588864,938,62,0
0.018814936111326768,937,63,0
0.018939189057009604,936,64,0
0.019151393585321672,935,65,0
0.019155176834759754,934,66,0
0.019277548343055926,933,67,0
0.019350579101092936,932,68,0
0.01946515063048515,931,69,0
0.019930234038631468,930,70,0
0.020027837313217847,929,71,0
0.02007428683328863,928,72,0
0.020189663303737164,927,73,0
0.020251805086915074,926,74,0
0.02031029804815459,925,75,0
0.020596070566521168,924,76,0
0.020841829745663603,923,77,0
0.02141555122943242,922,78,0
0.021574807429934874,921,79,0
0.021969783143887787,920,80,0
0.022035326440017967,919,81,0
0.02227373915561759,918,82,0
0.02241264500464964,917,83,0
0.022463085512252037,916,84,0
0.022513844576387023,915,85,0
0.022789498833920178,914,86,0
0.022911648608490376,913,87,0
0.02294875152753377,912,88,0
0.023139066916134987,911,89,0
0.02319106560309514,910,90,0
0.023203795950432943,909,91,0
0.02325638850845423,908,92,0
0.0234268002460593,907,93,0
0.02343451666021291,906,94,0
0.02356612922091128,905,95,0
0.023584939349049233,904,96,0
0.024028964119323957,903,97,0
0.02416669514808742,902,98,0
0.024215089130313904,901,99,0
0.024273728336674877,900,100,0
0.024386284427045185,899,101,0
0.024401631863822677,898,102,0
0.02457657349717996,897,103,0
0.02459887485865778,896,104,0
0.024607754597855296,895,105,0
0.024714857340982787,894,106,0
0.024832007297064,893,107,0
0.02485218341954831,892,108,0
0.024975446807291586,891,109,0
0.025067103357085098,890,110,0
0.025093635297507938,889,111,0
0.025293869735758725,888,112,0
0.025353510263565776,887,113,0
0.025554216134807264,886,114,0
0.025673976883063398,885,115,0
0.02579017854752531,884,116,0
0.025822628781223916,883,117,0
0.026028199711029203,882,118,0
0.02608028869813966,881,119,0
0.026135879580279523,880,120,0
0.026463767996381296,879,121,0
0.026498949482005908,878,122,0
0.026549573587589248,877,123,0
0.026587001717304437,876,124,0
0.026623990182111163,875,125,0
0.026645637988770877,874,126,0
0.026709697966295395,873,127,0
0.026731411932970954,872,128,0
0.026837124810384933,871,129,0
0.026844804226715507,870,130,0
0.026891375791049523,869,131,0
0.026985246677255822,868,132,0
0.02706895964333823,867,133,0
0.027200253776504285,866,134,0
0.02722544150504024,865,135,0
0.027430288381148964,864,136,0
0.02754197892684293,863,137,0
0.02754460332582344,862,138,0
0.027591855948941167,861,139,0
0.027606290357123083,860,140,0
0.02766950759000543,859,141,0
0.027747051036316035,858,142,0
0.027747128151045432,857,143,0
0.027978954182728177,856,144,0
0.028129027942860235,855,145,0
0.02848216038158598,854,146,0
0.028534095583797887,853,147,0
0.02856874514471119,852,148,0
0.028643809521290163,851,149,0
0.028889253855734646,850,150,0
0.028939234596874495,849,151,0
0.029003167752264827,848,152,0
0.029135622891624878,847,153,0
0.029169542189667566,846,154,0
0.02939722934688706,845,155,0
0.02941408671089906,844,156,0
0.02967344585027206,843,157,0
0.029700411622433084,842,158,0
0.029718985700414795,841,159,0
0.02974283354425142,840,160,0
0.029781196095972146,839,161,0
0.029781292036087065,838,162,0
0.02982078214744204,837,163,0
0.029850573392855843,836,164,0
0.029893490524909472,835,165,0
0.030006300953526122,834,166,0
0.030075419778380193,833,167,0
0.03020486680734711,832,168,0
0.030221864263148393,831,169,0
0.0302613921039077,830,170,0
0.030299390353144967,829,171,0
0.03031905724938116,828,172,0
0.030397775616697348,827,173,0
0.03040791963603229,826,174,0
0.030437643183355206,825,175,0
0.030510980285778515,824,176,0
0.030532432134077456,823,177,0
0.03074444900788578,822,178,0
0.031001680507928096,821,179,0
0.031048070572707302,820,180,0
0.031095602586022033,819,181,0
0.031139281218964275,818,182,0
0.03118218426251672,817,183,0
0.031415627595778005,816,184,0
0.031474982893620544,815,185,0
0.03147686127521528,814,186,0
0.03152076773413586,813,187,0
0.03152614179990802,812,188,0
0.03167730552313381,811,189,0
0.03176480321715634,810,190,0
0.03182301690889295,809,191,0
0.03182816575257072,808,192,0
0.031935198587076094,807,193,0
0.03194675434691328,806,194,0
0.031971009955551875,805,195,0
0.03198641164737717,804,196,0
0.032005536856113743,803,197,0
0.03200580710685167,802,198,0
0.032038407265135946,801,199,0
0.032065505238280605,800,200,0
0.032144453501595956,799,201,0
0.032297016070898875,798,202,0
0.032325384571921315,797,203,0
0.03233392382251084,796,204,0
0.03245045679831898,795,205,0
0.03252648264607947,794,206,0
0.03263019774457066,793,207,0
0.03268969604507252,792,208,0
0.032696621206377535,791,209,0
0.03269810844913286,790,210,0
0.03305751230460383,789,211,0
0.03309419495142082,788,212,0
0.03312320993145696,787,213,0
0.03318890140761,786,214,0
0.033265733228597626,785,215,0
0.03327755354280817,784,216,0
0.03329706177890238,783,217,0
0.03347194732255231,782,218,0
0.03348306869420001,781,219,0
0.03350046264422276,780,220,0
0.03358663764201653,779,221,0
0.03376312387372099,778,222,0
0.033797546700390535,777,223,0
0.034167846263987674,776,224,0
0.03417001151683638,775,225,0
0.034215770513321975,774,226,0
0.03428385662858603,773,227,0
0.03428709520808363,772,228,0
0.03431113504025725,771,229,0
0.03431859533217348,770,230,0
0.03433779515033692,769,231,0
0.034384138836951794,768,232,0
0.034406942914097974,767,233,0
0.03442320879512717,766,234,0
0.034423383565383964,765,235,0
0.0344835243486794,764,236,0
0.03450329407615617,763,237,0
0.034513558366609666,762,238,0
0.03465480729198268,761,239,0
0.034690265139522926,760,240,0
0.03472232781874492,759,241,0
0.0347902978854973,758,242,0
0.034811798322141686,757,243,0
0.03482047648658811,756,244,0
0.034937261921955697,755,245,0
0.03497029042651716,754,246,0
0.034972603724544936,753,247,0
0.03498311770658943,752,248,0
0.03499149797875204,751,249,0
0.03502777440333783,750,250,0
0.03505072758707766,749,251,0
0.03506474260723209,748,252,0
0.0351162000207081,747,253,0
0.03512994704557699,746,254,0
0.0351779568919521,745,255,0
0.03525722079088577,744,256,0
0.035274065479091066,743,257,0
0.03530162517043458,742,258,0
0.03534118158204854,741,259,0
0.03542522256606992,740,260,0
0.035450290491198154,739,261,0
0.03547441051453437,738,262,0
0.035572458804424056,737,263,0
0.035707148068736046,736,264,0
0.03582142437459814,735,265,0
0.03583179937737414,734,266,0
0.035956287182067094,733,267,0
0.03598369976959361,732,268,0
0.03605640307776978,731,269,0
0.036084005623320876,730,270,0
0.03615536269803437,729,271,0
0.03618204727634192,728,272,0
0.0362151087767537,727,273,0
0.0363766065457039,726,274,0
0.03640412909299018,725,275,0
0.03643555116829813,724,276,0
0.03643594213521998,723,277,0
0.03648288761630749,722,278,0
0.03650000164186872,721,279,0
0.036563733078318714,720,280,0
0.0366592866979856,719,281,0
0.036666270392054084,718,282,0
0.036707573971074874,717,283,0
0.0367951290414806,716,284,0
0.03683046945690256,715,285,0
0.036848148854668535,714,286,0
0.036857359064041556,713,287,0
0.036901726666019215,712,288,0
0.03691343958430963,711,289,0
0.036921921665139155,711,288,1
0.0369934315035466,710,289,1
0.03701602855804981,709,290,1
0.03704660862344986,708,291,1
0.037279321826174085,707,292,1
0.0372827061139975,706,293,1
0.037307376100341225,705,294,1
0.037346656572094926,704,295,1
0.037420096715293595,703,296,1
0.03747353651968722,702,297,1
0.03751043724761992,701,298,1
0.03753014991023864,700,299,1
0.037536949703548345,699,300,1
0.03755321624781457,698,301,1
0.03763083975574696,697,302,1
0.03765965440870585,696,303,1
0.03772130740975264,695,304,1
0.0377533166890023,694,305,1
0.03776828716466943,693,306,1
0.03777601962697015,692,307,1
0.03784636927189986,691,308,1
0.037958938909671315,690,309,1
0.03797881917688421,689,310,1
0.03799500258995205,688,311,1
0.03804104237190154,687,312,1
0.03806512238540691,686,313,1
0.038092052216207414,685,314,1
0.03812064609174895,684,315,1
0.03812972903303822,683,316,1
0.03815024022041504,682,317,1
0.03815235501228074,681,318,1
0.03818413053592546,680,319,1
0.038296783568520586,679,320,1
0.038301944748476695,678,321,1
0.03840172190482069,677,322,1
0.038462550512536275,676,323,1
0.038497759959082264,675,324,1
0.03862812370607653,674,325,1
0.038673073231330936,673,326,1
0.03872596037820016,672,327,1
0.03873181470337865,671,328,1
0.038834793655528894,670,329,1
0.03888833133626171,669,330,1
0.039010529430437854,668,331,1
0.039031609683236615,667,332,1
0.03910900886882752,666,333,1
0.0391307166585004,665,334,1
0.03914464942102115,664,335,1
0.0391553152813431,663,336,1
0.03920012834635996,662,337,1
0.03922496106465431,661,338,1
0.039228138559643036,660,339,1
0.03924823893057189,659,340,1
0.039277433357090705,658,341,1
0.039311856944379664,657,342,1
0.039371362530810305,656,343,1
0.039391501464186796,655,344,1
0.03941922546504686,654,345,1
0.03943990539780098,653,346,1
0.039447440796021124,652,347,1
0.039467638544088295,651,348,1
0.03949559672534173,650,349,1
0.039659779972995385,649,350,1
0.039749418682472636,648,351,1
0.039821962941528066,647,352,1
0.0398235165952759,646,353,1
0.039858698964498986,645,354,1
0.0398747627073316,644,355,1
0.039898551870211386,643,356,1
0.03999791400473012,642,357,1
0.04002111557206587,641,358,1
0.04004522708405388,640,359,1
0.04006119399953593,639,360,1
0.04006535951828372,638,361,1
0.040076162947131004,637,362,1
0.04017857547749442,636,363,1
0.04020134695481896,635,364,1
0.04023932315373457,634,365,1
0.04024081158827968,633,366,1
0.04028089594118193,632,367,1
0.04036016490837509,631,368,1
0.040363044530688244,630,369,1
0.04041909348163477,629,370,1
0.04058255601765592,628,371,1
0.04062155472820507,627,372,1
0.040624012752596146,626,373,1
0.04063224391290024,625,374,1
0.0406505902912391,624,375,1
0.040665680670816336,623,376,1
0.040693007025783205,622,377,1
0.04072071285884929,621,378,1
0.04081458013362349,620,379,1
0.04083248060049914,619,380,1
0.04086375872558827,618,381,1
0.040863919473347034,617,382,1
0.04102401702003688,616,383,1
0.04107229507082052,615,384,1
0.041138099698138086,614,385,1
0.041176063244736986,613,386,1
0.04117606388621826,612,387,1
0.04127092967163151,611,388,1
0.04127691624805166,610,389,1
0.0413052612274221,609,390,1
0.04134931770724763,608,391,1
0.041360040893264574,607,392,1
0.041368205288555636,606,393,1
0.041376494299012564,605,394,1
0.04146014607294807,604,395,1
0.041466368803218225,603,396,1
0.04149293811037731,602,397,1
0.04154066812657361,601,398,1
0.04161645339261389,600,399,1
0.04165609819519087,599,400,1
0.04165741574761329,598,401,1
0.04166116607768978,597,402,1
0.0416797061408845,596,403,1
0.04172536151766936,595,404,1
0.04173119665240278,594,405,1
0.04175045341866849,593,406,1
0.04175794035098157,592,407,1
0.041775560529432,591,408,1
0.041916082244410645,590,409,1
0.04201767734170297,589,410,1
0.04203702756434053,588,411,1
0.04207501868101954,587,412,1
0.04210680979944766,586,413,1
0.042143942547926666,585,414,1
0.04215701731708924,584,415,1
0.042158412205548876,583,416,1
0.04216266329436425,582,417,1
0.04218305200503058,581,418,1
0.042198453874112175,580,419,1
0.04220768715196776,579,420,1
0.04222904328338845,578,421,1
0.042292481021477625,577,422,1
0.042465977050513526,576,423,1
0.04247103786409335,575,424,1
0.04250040896703648,574,425,1
0.042664927192480245,573,426,1
0.04275185595500619,572,427,1
0.04278572280037047,571,428,1
0.04285639380219521,570,429,1
0.04287397026001979,569,430,1
0.04292094010433414,568,431,1
0.04295708294995052,567,432,1
0.04298686828806919,566,433,1
0.04298701498106832,565,434,1
0.04301151662955986,564,435,1
0.04301170839423189,563,436,1
0.04302560458506366,562,437,1
0.04315552336634235,561,438,1
0.043342995406089636,560,439,1
0.04334405839469693,559,440,1
0.043349301117256496,558,441,1
0.043459027300273546,557,442,1
0.04350725318556579,556,443,1
0.043525230976739035,555,444,1
0.0435269693837986,554,445,1
0.04354696773914013,553,446,1
0.04359851597187514,552,447,1
0.04361108420284897,551,448,1
0.04372311540183475,550,449,1
0.04375728114676401,549,450,1
0.0439125144989664,548,451,1
0.043935227667954185,547,452,1
0.043938468206821214,546,453,1
0.04397989808567064,545,454,1
0.0439817126813976,544,455,1
0.04398276649391987,543,456,1
0.04416716613151684,542,457,1
